"SampleNumber","DateReceived","BoxTempNoReceipt","Country","DurabilityDate","TempAtCollection","ConditionOfSample","ProductWeightInPounds","CostOfChicken","TypeOfChicken","PackagingAtmosphere","PackagingDetails","NeckSkinWeightInSample","Test","Result","Units","Species","MethodEvalPhase"
"LO1608203-02","2016-04-18","2.7","England","2016-04-24","2.1","Satisfactory","1816","8.52","Free range","Modified Atmosphere","Roast-in-bag","11","Campylobacter spp - enumeration per Swab","80","CFU/g Back","C. jejuni","1"
"LO1608203-02","2016-04-18","2.7","England","2016-04-24","2.1","Satisfactory","1816","8.52","Free range","Modified Atmosphere","Roast-in-bag","","Campylobacter spp  - enumeration cfu/cm2","28","CFU/ml Rinse","C. jejuni","1"
"LO1608203-02","2016-04-18","2.7","England","2016-04-24","2.1","Satisfactory","1816","8.52","Free range","Modified Atmosphere","Roast-in-bag","11","Campylobacter spp - enumeration cfu/g","10","CFU/g Neck","C. jejuni","1"
"LO1608203-03","2016-04-18","2.7","England","2016-04-20","1.3","Satisfactory","1916","5","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration per Swab","12","CFU/g Back","C. jejuni","1"
"LO1608203-03","2016-04-18","2.7","England","2016-04-20","1.3","Satisfactory","1916","5","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/cm2","22","CFU/ml Rinse","C. jejuni","1"
"LO1608203-03","2016-04-18","2.7","England","2016-04-20","1.3","Satisfactory","1916","5","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","21","CFU/g Neck","C. jejuni","1"
"LO1608203-04","2016-04-18","2.7","England","2016-04-21","1.3","Satisfactory","1788","5","Standard","Modified Atmosphere","Other","11","Campylobacter spp - enumeration per Swab","<10","CFU/g Back","","1"
"LO1608203-04","2016-04-18","2.7","England","2016-04-21","1.3","Satisfactory","1788","5","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/cm2","<1","CFU/ml Rinse","","1"
"LO1608203-04","2016-04-18","2.7","England","2016-04-21","1.3","Satisfactory","1788","5","Standard","Modified Atmosphere","Other","11","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1608203-05","2016-04-18","2.7","England","2016-04-25","2.3","Satisfactory","1168","2.32","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/cm2","5","CFU/ml Rinse","C. jejuni","1"
"LO1608203-05","2016-04-18","2.7","England","2016-04-25","2.3","Satisfactory","1168","2.32","Standard","Modified Atmosphere","Other","15","Campylobacter spp - enumeration cfu/g","20","CFU/g Neck","C. jejuni","1"
"LO1608203-05","2016-04-18","2.7","England","2016-04-25","2.3","Satisfactory","1168","2.32","Standard","Modified Atmosphere","Other","15","Campylobacter spp - enumeration per Swab","<10","CFU/g Back","","1"
"LO1608203-06","2016-04-18","2.7","England","2016-04-23","2.3","Satisfactory","1822","3.92","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration per Swab","40","CFU/g Back","C. jejuni","1"
"LO1608203-06","2016-04-18","2.7","England","2016-04-23","2.3","Satisfactory","1822","3.92","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/cm2","3","CFU/ml Rinse","C. jejuni","1"
"LO1608203-06","2016-04-18","2.7","England","2016-04-23","2.3","Satisfactory","1822","3.92","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1608203-07","2016-04-18","2.7","England","2016-04-25","2.3","Satisfactory","1744","3.75","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration per Swab","690","CFU/g Back","Campylobacter spp.","1"
"LO1608203-07","2016-04-18","2.7","England","2016-04-25","2.3","Satisfactory","1744","3.75","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/cm2","159","CFU/ml Rinse","C. jejuni","1"
"LO1608203-07","2016-04-18","2.7","England","2016-04-25","2.3","Satisfactory","1744","3.75","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","510","CFU/g Neck","C. jejuni","1"
"LO1608203-08","2016-04-18","2.7","England","2016-04-21","2.8","Satisfactory","890","1.95","Standard","NOT Modified Atmosphere","Other","15","Campylobacter spp - enumeration per Swab","<10","CFU/g Back","","1"
"LO1608203-08","2016-04-18","2.7","England","2016-04-21","2.8","Satisfactory","890","1.95","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/cm2","<1","CFU/ml Rinse","","1"
"LO1608203-08","2016-04-18","2.7","England","2016-04-21","2.8","Satisfactory","890","1.95","Standard","NOT Modified Atmosphere","Other","15","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1608203-09","2016-04-18","2.7","England","2016-04-21","2.8","Satisfactory","2010","5.51","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration per Swab","40","CFU/g Back","Campylobacter spp.","1"
"LO1608203-09","2016-04-18","2.7","England","2016-04-21","2.8","Satisfactory","2010","5.51","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/cm2","5","CFU/ml Rinse","Campylobacter spp.","1"
"LO1608203-09","2016-04-18","2.7","England","2016-04-21","2.8","Satisfactory","2010","5.51","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","90","CFU/g Neck","Campylobacter spp.","1"
"LO1608203-10","2016-04-18","2.7","England","2016-04-21","3.8","Satisfactory","1350","3.5","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration per Swab","<10","CFU/g Back","","1"
"LO1608203-10","2016-04-18","2.7","England","2016-04-21","3.8","Satisfactory","1350","3.5","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/cm2","<1","CFU/ml Rinse","","1"
"LO1608203-10","2016-04-18","2.7","England","2016-04-21","3.8","Satisfactory","1350","3.5","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1608203-11","2016-04-18","2.7","England","2016-04-23","3.8","Satisfactory","1350","3.5","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration per Swab","<10","CFU/g Back","","1"
"LO1608203-11","2016-04-18","2.7","England","2016-04-23","3.8","Satisfactory","1350","3.5","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/cm2","<1","CFU/ml Rinse","","1"
"LO1608203-11","2016-04-18","2.7","England","2016-04-23","3.8","Satisfactory","1350","3.5","Standard","Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1608203-12","2016-04-18","2.7","England","2016-04-22","3.8","Satisfactory","2000","5","Standard","Modified Atmosphere","Other","12","Campylobacter spp - enumeration per Swab","300","CFU/g Back","Campylobacter spp.","1"
"LO1608203-12","2016-04-18","2.7","England","2016-04-22","3.8","Satisfactory","2000","5","Standard","Modified Atmosphere","Other","","Campylobacter spp  - enumeration cfu/cm2","163","CFU/ml Rinse","Campylobacter spp.","1"
"LO1608203-12","2016-04-18","2.7","England","2016-04-22","3.8","Satisfactory","2000","5","Standard","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g","490","CFU/g Neck","Campylobacter spp.","1"
"PO1608219-01","2016-04-18","2","England","2016-04-23","3.1","Satisfactory","1350","3.5","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration cfu/g","<10","CFU/g Back","","1"
"PO1608219-01","2016-04-18","2","England","2016-04-23","3.1","Satisfactory","1350","3.5","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration per Swab","<1","CFU/ml Rinse","","1"
"PO1608219-01","2016-04-18","2","England","2016-04-23","3.1","Satisfactory","1350","3.5","Standard","Modified Atmosphere","Other","16","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1608219-02","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1350","3.5","Standard","Not Stated","Other","22","Campylobacter spp - enumeration cfu/g","<10","CFU/g Back","","1"
"PO1608219-02","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1350","3.5","Standard","Not Stated","Other","","Campylobacter spp - enumeration per Swab","2","CFU/ml Rinse","C. jejuni","1"
"PO1608219-02","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1350","3.5","Standard","Not Stated","Other","22","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1608219-03","2016-04-18","2","England","2016-04-24","2.6","Satisfactory","1234","6.91","Free range","Modified Atmosphere","Other","18","Campylobacter spp - enumeration cfu/g","90","CFU/g Back","Campylobacter spp.","1"
"PO1608219-03","2016-04-18","2","England","2016-04-24","2.6","Satisfactory","1234","6.91","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration per Swab","137","CFU/ml Rinse","Campylobacter spp.","1"
"PO1608219-03","2016-04-18","2","England","2016-04-24","2.6","Satisfactory","1234","6.91","Free range","Modified Atmosphere","Other","18","Campylobacter spp - enumeration cfu/g","100","CFU/g Neck","C. jejuni","1"
"PO1608219-04","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1750","4.5","Standard","Modified Atmosphere","Other","23","Campylobacter spp - enumeration cfu/g","358","CFU/g Back","Campylobacter spp.","1"
"PO1608219-04","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1750","4.5","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration per Swab","150","CFU/ml Rinse","Campylobacter spp.","1"
"PO1608219-04","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1750","4.5","Standard","Modified Atmosphere","Other","23","Campylobacter spp - enumeration cfu/g","465","CFU/g Neck","Campylobacter spp.","1"
"PO1608219-05","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1604","9.93","Standard","NOT Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g","430","CFU/g Back","Campylobacter spp.","1"
"PO1608219-05","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1604","9.93","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration per Swab","485","CFU/ml Rinse","Campylobacter spp.","1"
"PO1608219-05","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1604","9.93","Standard","NOT Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g","90","CFU/g Neck","C. jejuni","1"
"PO1608219-06","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1254","7.76","Standard","NOT Modified Atmosphere","Other","3","Campylobacter spp - enumeration cfu/g","20","CFU/g Back","C. jejuni","1"
"PO1608219-06","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1254","7.76","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration per Swab","10","CFU/ml Rinse","Campylobacter spp.","1"
"PO1608219-06","2016-04-18","2","England","2016-04-24","3.1","Satisfactory","1254","7.76","Standard","NOT Modified Atmosphere","Other","3","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1608219-07","2016-04-18","2","England","2016-04-24","2.1","Satisfactory","950","1.8","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Back","","1"
"PO1608219-07","2016-04-18","2","England","2016-04-24","2.1","Satisfactory","950","1.8","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration per Swab","<1","CFU/ml Rinse","","1"
"PO1608219-07","2016-04-18","2","England","2016-04-24","2.1","Satisfactory","950","1.8","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1608219-08","2016-04-18","2","England","2016-04-24","2.1","Satisfactory","2450","5.73","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Back","","1"
"PO1608219-08","2016-04-18","2","England","2016-04-24","2.1","Satisfactory","2450","5.73","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration per Swab","<1","CFU/ml Rinse","","1"
"PO1608219-08","2016-04-18","2","England","2016-04-24","2.1","Satisfactory","2450","5.73","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1608219-09","2016-04-18","2","England","2016-04-23","1.6","Satisfactory","1250","2.29","Standard","NOT Modified Atmosphere","Other","20","Campylobacter spp - enumeration cfu/g","<10","CFU/g Back","","1"
"PO1608219-09","2016-04-18","2","England","2016-04-23","1.6","Satisfactory","1250","2.29","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration per Swab","<1","CFU/ml Rinse","","1"
"PO1608219-09","2016-04-18","2","England","2016-04-23","1.6","Satisfactory","1250","2.29","Standard","NOT Modified Atmosphere","Other","20","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"PO1608219-10","2016-04-18","2","England","2016-04-23","1.6","Satisfactory","1500","3.29","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration per Swab","<10","CFU/g Back","","1"
"PO1608219-10","2016-04-18","2","England","2016-04-23","1.6","Satisfactory","1500","3.29","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/g","<1","CFU/ml Rinse","","1"
"PO1608219-10","2016-04-18","2","England","2016-04-23","1.6","Satisfactory","1500","3.29","Standard","NOT Modified Atmosphere","Other","25","Campylobacter spp - enumeration per Swab","<10","CFU/g Neck","","1"
"PO1608219-11","2016-04-18","2","England","2016-04-23","2","Satisfactory","1600","6.11","Free range","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","255","CFU/g Back","C. coli","1"
"PO1608219-11","2016-04-18","2","England","2016-04-23","2","Satisfactory","1600","6.11","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration per Swab","227","CFU/ml Rinse","Campylobacter spp.","1"
"PO1608219-11","2016-04-18","2","England","2016-04-23","2","Satisfactory","1600","6.11","Free range","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","620","CFU/g Neck","C. coli","1"
"PO1608219-12","2016-04-18","2","England","2016-04-24","2","Satisfactory","1526","2.79","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","30","CFU/g Back","Campylobacter spp.","1"
"PO1608219-12","2016-04-18","2","England","2016-04-24","2","Satisfactory","1526","2.79","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration per Swab","50","CFU/ml Rinse","Campylobacter spp.","1"
"PO1608219-12","2016-04-18","2","England","2016-04-24","2","Satisfactory","1526","2.79","Standard","Modified Atmosphere","Other","25","Campylobacter spp - enumeration cfu/g","30","CFU/g Neck","C. jejuni","1"
"LO1608719-01","2016-04-25","6","England","2016-04-27","4.8","Satisfactory","1396","5","Standard","NOT Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1608719-01","2016-04-25","6","England","2016-04-27","4.8","Satisfactory","1396","5","Standard","NOT Modified Atmosphere","Other","9","Campylobacter spp - enumeration cfu/g No 2","<10","CFU/g Back","","1"
"LO1608719-01","2016-04-25","6","England","2016-04-27","4.8","Satisfactory","1396","5","Standard","NOT Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","54","CFU/ml Rinse","Campylobacter spp.","1"
"LO1608719-02","2016-04-25","6","England","2016-04-29","2.6","Satisfactory","1750","4.5","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","10","CFU/ml Rinse","Campylobacter spp.","1"
"LO1608719-02","2016-04-25","6","England","2016-04-29","2.6","Satisfactory","1750","4.5","Standard","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g No 2","10","CFU/g Back","Campylobacter spp.","1"
"LO1608719-02","2016-04-25","6","England","2016-04-29","2.6","Satisfactory","1750","4.5","Standard","Modified Atmosphere","Other","8","Campylobacter spp - enumeration cfu/g","<10","CFU/g Neck","","1"
"LO1608719-03","2016-04-25","6","England","2016-04-29","2.4","Satisfactory","1998","8.79","Free range","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","76","CFU/ml Rinse","Campylobacter spp.","1"
"LO1608719-03","2016-04-25","6","England","2016-04-29","2.4","Satisfactory","1998","8.79","Free range","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g No 2","48","CFU/g Back","Campylobacter spp.","1"
"LO1608719-03","2016-04-25","6","England","2016-04-29","2.4","Satisfactory","1998","8.79","Free range","Modified Atmosphere","Other","12","Campylobacter spp - enumeration cfu/g","10","CFU/g Neck","Campylobacter spp.","1"
"LO1608719-04","2016-04-25","6","England","2016-04-27","2.6","Satisfactory","1750","4.5","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","21050","CFU/ml Rinse","Campylobacter spp.","1"
"LO1608719-04","2016-04-25","6","England","2016-04-27","2.6","Satisfactory","1750","4.5","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g No 2","3050","CFU/g Back","C. coli","1"
"LO1608719-04","2016-04-25","6","England","2016-04-27","2.6","Satisfactory","1750","4.5","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g","4500","CFU/g Neck","C. coli","1"
"LO1608719-05","2016-04-25","6","England","2016-05-01","2.6","Satisfactory","2000","5","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g No 2","240","CFU/g Back","Campylobacter spp.","1"
"LO1608719-05","2016-04-25","6","England","2016-05-01","2.6","Satisfactory","2000","5","Standard","Modified Atmosphere","Other","17","Campylobacter spp - enumeration cfu/g","710","CFU/g Neck","Campylobacter spp.","1"
"LO1608719-05","2016-04-25","6","England","2016-05-01","2.6","Satisfactory","2000","5","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","460","CFU/ml Rinse","Campylobacter spp.","1"
"LO1608719-06","2016-04-25","6","England","2016-04-28","2.6","Satisfactory","1410","3.5","Standard","Modified Atmosphere","Other","","Campylobacter spp - enumeration cfu/ml","190","CFU/ml Rinse","Campylobacter spp.","1"
